Project,Subproject,Treatment,Deployment Name,ID Type,Deployment ID,Sequence ID,Begin Time,End Time,Species Name,Common Name,Age,Sex,Individually Identifiable,Count,Actual Lat,Actual Lon,Fuzzed
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s136,2021-04-08T06:33:47,2021-04-08T06:34:32,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,2,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s136,2021-04-08T06:33:47,2021-04-08T06:34:32,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Female,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s136,2021-04-08T06:33:47,2021-04-08T06:34:32,Macaca nemestrina,Southern Pig-tailed Macaque,Juvenile,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s136,2021-04-08T06:33:47,2021-04-08T06:34:32,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,6,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s137,2021-04-08T06:35:47,2021-04-08T06:35:49,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s138,2021-04-08T06:38:05,2021-04-08T06:38:24,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,2,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s138,2021-04-08T06:38:05,2021-04-08T06:38:24,Macaca nemestrina,Southern Pig-tailed Macaque,Juvenile,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s138,2021-04-08T06:38:05,2021-04-08T06:38:24,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Female,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s138,2021-04-08T06:38:05,2021-04-08T06:38:24,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,3,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s139,2021-04-08T06:41:44,2021-04-08T06:43:33,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Male,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s139,2021-04-08T06:41:44,2021-04-08T06:43:33,Macaca nemestrina,Southern Pig-tailed Macaque,Juvenile,Unknown,N,2,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s139,2021-04-08T06:41:44,2021-04-08T06:43:33,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,11,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s14,2020-10-25T16:02:02,2020-10-25T16:02:04,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Male,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s140,2021-04-10T11:56:55,2021-04-10T11:56:57,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s141,2021-04-11T17:18:50,2021-04-11T17:18:52,No Animal,No Animal,Unknown,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s142,2021-04-13T14:04:24,2021-04-13T14:04:25,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s143,2021-04-14T06:42:12,2021-04-14T06:42:13,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s143,2021-04-14T06:42:12,2021-04-14T06:42:13,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Male,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s144,2021-04-15T05:28:53,2021-04-15T05:28:55,Viverra tangalunga,Malay Civet,Adult,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s15,2020-10-26T02:07:05,2020-10-26T02:07:07,Unknown Animal,Unknown Animal,Unknown,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s16,2020-10-27T04:32:21,2020-10-27T04:32:22,Unknown Small Rodent,Unknown Small Rodent,Unknown,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s17,2020-10-31T22:31:43,2020-10-31T22:32:33,Sus barbatus,Bearded Pig,Adult,Male,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s18,2020-11-01T03:31:19,2020-11-01T03:31:24,Sus barbatus,Bearded Pig,Adult,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s19,2020-11-01T06:31:41,2020-11-01T06:31:51,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s19,2020-11-01T06:31:41,2020-11-01T06:31:51,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Female,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s19,2020-11-01T06:31:41,2020-11-01T06:31:51,Macaca nemestrina,Southern Pig-tailed Macaque,Juvenile,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s2,2020-10-11T10:33:34,2020-10-11T10:33:42,Camera Trapper,Camera Trapper,Unknown,Unknown,N,5,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s20,2020-11-01T06:33:01,2020-11-01T06:34:48,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,2,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s20,2020-11-01T06:33:01,2020-11-01T06:34:48,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,6,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s21,2020-11-01T07:16:09,2020-11-01T07:16:17,Sus barbatus,Bearded Pig,Adult,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s22,2020-11-02T17:55:54,2020-11-02T17:55:55,Treeshrew species,Treeshrew species,Unknown,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s23,2020-11-05T02:03:55,2020-11-05T02:03:56,Viverra tangalunga,Malay Civet,Adult,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s24,2020-11-05T22:09:04,2020-11-05T22:09:06,Sus barbatus,Bearded Pig,Adult,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s25,2020-11-08T17:59:12,2020-11-08T17:59:15,Unknown Animal,Unknown Animal,Unknown,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s26,2020-11-09T02:46:09,2020-11-09T02:46:11,Sus barbatus,Bearded Pig,Adult,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s27,2020-11-09T11:22:30,2020-11-09T11:22:32,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s28,2020-11-11T10:52:28,2020-11-11T10:52:31,Unknown Animal,Unknown Animal,Unknown,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s29,2020-11-12T11:15:50,2020-11-12T11:15:52,Unknown Mongoose,Unknown Mongoose,Unknown,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s3,2020-10-13T09:00:13,2020-10-13T09:00:15,No Animal,No Animal,Unknown,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s30,2020-11-13T19:30:39,2020-11-13T19:31:35,Hystrix brachyura,Malayan Porcupine,Adult,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s31,2020-11-13T21:45:57,2020-11-13T21:45:58,Hemigalus derbyanus,Banded Civet,Adult,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s32,2020-11-17T17:27:20,2020-11-17T17:27:22,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,5,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s33,2020-11-17T17:29:42,2020-11-17T17:30:04,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,3,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s34,2020-11-17T17:31:18,2020-11-17T17:31:30,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s35,2020-11-17T17:32:37,2020-11-17T17:32:39,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s36,2020-11-17T17:33:50,2020-11-17T17:33:57,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s36,2020-11-17T17:33:50,2020-11-17T17:33:57,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Female,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s36,2020-11-17T17:33:50,2020-11-17T17:33:57,Macaca nemestrina,Southern Pig-tailed Macaque,Juvenile,Unknown,N,2,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s37,2020-11-17T17:37:18,2020-11-17T17:39:56,Macaca nemestrina,Southern Pig-tailed Macaque,Juvenile,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s37,2020-11-17T17:37:18,2020-11-17T17:39:56,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,4,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s38,2020-11-17T17:41:14,2020-11-17T17:42:48,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,2,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s38,2020-11-17T17:41:14,2020-11-17T17:42:48,Macaca nemestrina,Southern Pig-tailed Macaque,Juvenile,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s38,2020-11-17T17:41:14,2020-11-17T17:42:48,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Male,N,2,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s38,2020-11-17T17:41:14,2020-11-17T17:42:48,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,6,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s39,2020-11-22T03:57:05,2020-11-22T03:57:06,Unknown Small Rodent,Unknown Small Rodent,Unknown,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s4,2020-10-13T13:32:49,2020-10-13T13:33:29,Macaca nemestrina,Southern Pig-tailed Macaque,Juvenile,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s4,2020-10-13T13:32:49,2020-10-13T13:33:29,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,2,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s40,2020-11-23T22:12:34,2020-11-23T22:12:36,Viverra tangalunga,Malay Civet,Adult,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s41,2020-11-26T17:14:23,2020-11-26T17:15:28,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,3,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s42,2020-11-26T17:16:34,2020-11-26T17:16:36,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s43,2020-11-26T21:55:17,2020-11-26T21:55:19,Viverra tangalunga,Malay Civet,Adult,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s44,2020-11-27T00:13:50,2020-11-27T00:15:01,Sus barbatus,Bearded Pig,Adult,Male,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s45,2020-12-04T10:21:27,2020-12-04T10:21:42,Macaca nemestrina,Southern Pig-tailed Macaque,Juvenile,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s46,2020-12-07T13:45:16,2020-12-07T13:45:23,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,2,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s47,2020-12-07T13:46:37,2020-12-07T13:46:42,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s48,2020-12-10T08:25:44,2020-12-10T08:25:47,Muntiacus atherodes,Bornean Yellow Muntjac,Adult,Male,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s49,2020-12-14T04:04:35,2020-12-14T04:04:39,Viverra tangalunga,Malay Civet,Adult,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s5,2020-10-13T13:36:49,2020-10-13T13:36:59,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Male,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s50,2020-12-15T10:18:47,2020-12-15T10:18:49,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Male,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s51,2020-12-16T16:32:01,2020-12-16T16:32:03,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,2,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s52,2020-12-24T10:17:22,2020-12-24T10:17:25,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s53,2020-12-26T03:49:39,2020-12-26T03:49:41,Viverra tangalunga,Malay Civet,Adult,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s54,2020-12-27T11:01:13,2020-12-27T11:01:23,Muntiacus atherodes,Bornean Yellow Muntjac,Adult,Male,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s55,2020-12-27T11:03:16,2020-12-27T11:03:32,Muntiacus atherodes,Bornean Yellow Muntjac,Adult,Male,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s56,2020-12-28T06:51:42,2020-12-28T06:51:44,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s57,2020-12-31T10:30:54,2020-12-31T10:30:57,Rheithrosciurus macrotis,Tufted Ground Squirrel,Unknown,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s58,2021-01-01T08:26:03,2021-01-01T08:26:48,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s58,2021-01-01T08:26:03,2021-01-01T08:26:48,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Male,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s59,2021-01-01T08:28:24,2021-01-01T08:28:26,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,2,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s6,2020-10-14T14:11:19,2020-10-14T14:11:24,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,2,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s60,2021-01-01T08:31:31,2021-01-01T08:31:44,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Male,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s60,2021-01-01T08:31:31,2021-01-01T08:31:44,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s61,2021-01-01T16:25:24,2021-01-01T16:25:26,Other Bird species,Other Bird species,Unknown,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s62,2021-01-01T20:09:42,2021-01-01T20:09:43,Unknown Small Rodent,Unknown Small Rodent,Unknown,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s63,2021-01-02T09:29:07,2021-01-02T09:29:55,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,2,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s63,2021-01-02T09:29:07,2021-01-02T09:29:55,Macaca nemestrina,Southern Pig-tailed Macaque,Juvenile,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s63,2021-01-02T09:29:07,2021-01-02T09:29:55,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s64,2021-01-02T09:37:14,2021-01-02T09:37:20,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s64,2021-01-02T09:37:14,2021-01-02T09:37:20,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s65,2021-01-09T05:26:59,2021-01-09T05:27:00,Unknown Small Rodent,Unknown Small Rodent,Unknown,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s66,2021-01-11T07:21:33,2021-01-11T07:21:38,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Male,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s67,2021-01-13T07:14:56,2021-01-13T07:16:13,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Female,N,2,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s67,2021-01-13T07:14:56,2021-01-13T07:16:13,Macaca nemestrina,Southern Pig-tailed Macaque,Juvenile,Unknown,N,2,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s67,2021-01-13T07:14:56,2021-01-13T07:16:13,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,10,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s68,2021-01-13T07:18:07,2021-01-13T07:18:18,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Female,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s68,2021-01-13T07:18:07,2021-01-13T07:18:18,Macaca nemestrina,Southern Pig-tailed Macaque,Juvenile,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s68,2021-01-13T07:18:07,2021-01-13T07:18:18,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,2,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s69,2021-01-15T01:01:34,2021-01-15T01:01:51,Neofelis diardi,Sunda Clouded Leopard,Unknown,Unknown,Y,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s7,2020-10-16T23:56:49,2020-10-16T23:56:51,Hystrix brachyura,Malayan Porcupine,Adult,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s70,2021-01-18T16:18:20,2021-01-18T16:18:53,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,5,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s71,2021-01-21T05:06:39,2021-01-21T05:06:40,Unknown Small Rodent,Unknown Small Rodent,Unknown,Unknown,N,1,1.39903,111.99784,FALSE
