Project,Subproject,Treatment,Deployment Name,ID Type,Deployment ID,Sequence ID,Begin Time,End Time,Species Name,Common Name,Age,Sex,Individually Identifiable,Count,Actual Lat,Actual Lon,Fuzzed
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Jul20,Researcher,d67678,d67678s66,2020-04-05T09:42:11,2020-04-05T09:42:14,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Jul20,Researcher,d67678,d67678s67,2020-04-05T09:45:28,2020-04-05T09:45:30,Macaca nemestrina,Southern Pig-tailed Macaque,Juvenile,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Jul20,Researcher,d67678,d67678s67,2020-04-05T09:45:28,2020-04-05T09:45:30,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,2,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Jul20,Researcher,d67678,d67678s68,2020-04-05T09:47:18,2020-04-05T09:47:20,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,3,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Jul20,Researcher,d67678,d67678s69,2020-04-06T07:41:03,2020-04-06T07:41:55,Treeshrew species,Treeshrew species,Unknown,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Jul20,Researcher,d67678,d67678s7,2020-01-26T02:34:21,2020-01-26T02:34:23,Unknown Small Rodent,Unknown Small Rodent,Unknown,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Jul20,Researcher,d67678,d67678s70,2020-04-06T08:31:36,2020-04-06T08:31:38,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Male,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Jul20,Researcher,d67678,d67678s71,2020-04-06T08:35:50,2020-04-06T08:35:52,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Male,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Jul20,Researcher,d67678,d67678s72,2020-04-07T05:12:16,2020-04-07T05:12:20,Sus barbatus,Bearded Pig,Adult,Male,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Jul20,Researcher,d67678,d67678s73,2020-04-07T08:30:42,2020-04-07T08:32:12,Macaca nemestrina,Southern Pig-tailed Macaque,Juvenile,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Jul20,Researcher,d67678,d67678s73,2020-04-07T08:30:42,2020-04-07T08:32:12,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Male,N,2,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Jul20,Researcher,d67678,d67678s73,2020-04-07T08:30:42,2020-04-07T08:32:12,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,8,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Jul20,Researcher,d67678,d67678s74,2020-04-07T09:06:10,2020-04-07T09:06:12,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Jul20,Researcher,d67678,d67678s75,2020-04-07T09:07:51,2020-04-07T09:09:23,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,7,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Jul20,Researcher,d67678,d67678s76,2020-04-07T09:10:48,2020-04-07T09:10:50,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,2,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Jul20,Researcher,d67678,d67678s77,2020-04-07T17:33:27,2020-04-07T17:33:29,Argusianus argus,Great Argus,Adult,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Jul20,Researcher,d67678,d67678s78,2020-04-08T06:56:01,2020-04-08T06:56:09,Argusianus argus,Great Argus,Adult,Male,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Jul20,Researcher,d67678,d67678s79,2020-04-10T09:19:33,2020-04-10T09:19:56,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,2,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Jul20,Researcher,d67678,d67678s8,2020-02-01T18:29:42,2020-02-01T18:29:44,Treeshrew species,Treeshrew species,Unknown,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Jul20,Researcher,d67678,d67678s80,2020-04-10T09:22:04,2020-04-10T09:22:10,Macaca nemestrina,Southern Pig-tailed Macaque,Juvenile,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Jul20,Researcher,d67678,d67678s80,2020-04-10T09:22:04,2020-04-10T09:22:10,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,3,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Jul20,Researcher,d67678,d67678s81,2020-04-12T19:43:01,2020-04-12T19:43:02,Unknown Small Rodent,Unknown Small Rodent,Unknown,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Jul20,Researcher,d67678,d67678s82,2020-04-17T00:49:52,2020-04-17T00:49:56,Hemigalus derbyanus,Banded Civet,Adult,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Jul20,Researcher,d67678,d67678s83,2020-04-17T09:15:22,2020-04-17T09:15:24,No Animal,No Animal,Unknown,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Jul20,Researcher,d67678,d67678s84,2020-04-17T09:47:30,2020-04-17T09:47:32,Muntiacus muntjak,Southern Red Muntjac,Adult,Male,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Jul20,Researcher,d67678,d67678s85,2020-04-19T12:03:17,2020-04-19T12:03:19,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Male,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Jul20,Researcher,d67678,d67678s86,2020-04-20T10:08:19,2020-04-20T10:09:06,Rollulus rouloul,Crested Partridge,Adult,Male,N,2,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Jul20,Researcher,d67678,d67678s86,2020-04-20T10:08:19,2020-04-20T10:09:06,Rollulus rouloul,Crested Partridge,Adult,Female,N,2,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Jul20,Researcher,d67678,d67678s87,2020-04-20T10:10:18,2020-04-20T10:10:20,Rollulus rouloul,Crested Partridge,Adult,Female,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Jul20,Researcher,d67678,d67678s88,2020-04-20T11:37:22,2020-04-20T11:37:25,No Animal,No Animal,Unknown,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Jul20,Researcher,d67678,d67678s89,2020-04-20T13:42:59,2020-04-20T13:44:26,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,5,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Jul20,Researcher,d67678,d67678s9,2020-02-01T22:51:42,2020-02-01T22:51:43,Viverra tangalunga,Malay Civet,Adult,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Jul20,Researcher,d67678,d67678s90,2020-04-20T22:59:36,2020-04-20T22:59:38,Hemigalus derbyanus,Banded Civet,Adult,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Jul20,Researcher,d67678,d67678s91,2020-04-21T13:51:33,2020-04-21T13:52:26,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Male,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Jul20,Researcher,d67678,d67678s91,2020-04-21T13:51:33,2020-04-21T13:52:26,Macaca nemestrina,Southern Pig-tailed Macaque,Juvenile,Unknown,N,2,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Jul20,Researcher,d67678,d67678s91,2020-04-21T13:51:33,2020-04-21T13:52:26,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,3,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Jul20,Researcher,d67678,d67678s92,2020-04-21T14:59:23,2020-04-21T14:59:24,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Jul20,Researcher,d67678,d67678s93,2020-04-23T11:33:03,2020-04-23T11:34:33,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Female,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Jul20,Researcher,d67678,d67678s93,2020-04-23T11:33:03,2020-04-23T11:34:33,Macaca nemestrina,Southern Pig-tailed Macaque,Juvenile,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Jul20,Researcher,d67678,d67678s93,2020-04-23T11:33:03,2020-04-23T11:34:33,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,4,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Jul20,Researcher,d67678,d67678s94,2020-04-23T11:35:49,2020-04-23T11:35:50,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Female,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Jul20,Researcher,d67678,d67678s94,2020-04-23T11:35:49,2020-04-23T11:35:50,Macaca nemestrina,Southern Pig-tailed Macaque,Juvenile,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Jul20,Researcher,d67678,d67678s95,2020-04-23T11:37:18,2020-04-23T11:37:20,Unknown Animal,Unknown Animal,Unknown,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Jul20,Researcher,d67678,d67678s96,2020-04-23T16:43:20,2020-04-23T16:43:26,Rheithrosciurus macrotis,Tufted Ground Squirrel,Adult,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Jul20,Researcher,d67678,d67678s97,2020-04-23T18:08:35,2020-04-23T18:08:37,Treeshrew species,Treeshrew species,Unknown,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Jul20,Researcher,d67678,d67678s98,2020-04-23T19:30:55,2020-04-23T19:30:57,Unknown Small Rodent,Unknown Small Rodent,Unknown,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Jul20,Researcher,d67678,d67678s99,2020-04-24T14:09:38,2020-04-24T14:10:39,Argusianus argus,Great Argus,Adult,Male,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s1,2020-10-11T10:29:36,2020-10-11T10:29:59,Camera Trapper,Camera Trapper,Unknown,Unknown,N,2,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s10,2020-10-20T15:12:13,2020-10-20T15:12:18,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Male,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s100,2021-03-04T01:14:43,2021-03-04T01:14:48,Tragulus napu,Greater Oriental Chevrotain,Adult,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s101,2021-03-04T01:19:56,2021-03-04T01:20:04,Tragulus napu,Greater Oriental Chevrotain,Adult,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s102,2021-03-05T00:48:25,2021-03-05T00:48:27,Viverra tangalunga,Malay Civet,Adult,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s103,2021-03-05T13:10:23,2021-03-05T13:10:50,Argusianus argus,Great Argus,Adult,Male,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s104,2021-03-12T09:49:32,2021-03-12T09:49:34,Rheithrosciurus macrotis,Tufted Ground Squirrel,Adult,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s105,2021-03-13T19:00:06,2021-03-13T19:00:10,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Male,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s106,2021-03-14T16:39:40,2021-03-14T16:39:58,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s107,2021-03-14T16:46:49,2021-03-14T16:49:14,Macaca nemestrina,Southern Pig-tailed Macaque,Juvenile,Unknown,N,2,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s107,2021-03-14T16:46:49,2021-03-14T16:49:14,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,7,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s108,2021-03-16T07:45:01,2021-03-16T07:46:58,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,3,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s108,2021-03-16T07:45:01,2021-03-16T07:46:58,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,7,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s109,2021-03-16T17:34:59,2021-03-16T17:36:56,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,14,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s11,2020-10-23T20:25:02,2020-10-23T20:25:09,Hemigalus derbyanus,Banded Civet,Adult,Male,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s110,2021-03-17T06:40:40,2021-03-17T06:41:10,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,4,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s111,2021-03-17T06:43:34,2021-03-17T06:44:14,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s112,2021-03-17T06:46:15,2021-03-17T06:47:20,Macaca nemestrina,Southern Pig-tailed Macaque,Juvenile,Unknown,N,2,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s112,2021-03-17T06:46:15,2021-03-17T06:47:20,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Male,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s112,2021-03-17T06:46:15,2021-03-17T06:47:20,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,7,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s113,2021-03-17T20:12:21,2021-03-17T20:12:23,Viverra tangalunga,Malay Civet,Adult,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s114,2021-03-21T06:39:31,2021-03-21T06:45:32,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s114,2021-03-21T06:39:31,2021-03-21T06:45:32,Macaca nemestrina,Southern Pig-tailed Macaque,Juvenile,Unknown,N,8,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s114,2021-03-21T06:39:31,2021-03-21T06:45:32,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Female,N,4,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s114,2021-03-21T06:39:31,2021-03-21T06:45:32,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,17,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s114,2021-03-21T06:39:31,2021-03-21T06:45:32,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Male,N,3,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s115,2021-03-21T06:46:58,2021-03-21T06:47:16,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Female,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s115,2021-03-21T06:46:58,2021-03-21T06:47:16,Macaca nemestrina,Southern Pig-tailed Macaque,Juvenile,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s115,2021-03-21T06:46:58,2021-03-21T06:47:16,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,2,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s116,2021-03-21T11:10:20,2021-03-21T11:10:22,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Male,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s116,2021-03-21T11:10:20,2021-03-21T11:10:22,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Female,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s117,2021-03-22T11:38:52,2021-03-22T11:38:54,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Male,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s118,2021-03-26T08:44:41,2021-03-26T08:45:40,Muntiacus muntjak,Southern Red Muntjac,Adult,Female,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s118,2021-03-26T08:44:41,2021-03-26T08:45:40,Muntiacus muntjak,Southern Red Muntjac,Juvenile,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s119,2021-03-26T09:44:49,2021-03-26T09:44:51,Unknown Animal,Unknown Animal,Unknown,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s12,2020-10-24T09:38:45,2020-10-24T09:39:03,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Male,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s120,2021-03-26T17:00:55,2021-03-26T17:00:57,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s121,2021-03-27T16:06:46,2021-03-27T16:06:48,Herpestes brachyurus,Short-tailed Mongoose,Adult,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s122,2021-03-29T04:08:28,2021-03-29T04:08:29,Unknown Small Rodent,Unknown Small Rodent,Unknown,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s123,2021-03-29T09:58:47,2021-03-29T09:58:49,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Male,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s124,2021-03-29T10:44:19,2021-03-29T10:44:38,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s125,2021-03-29T10:51:26,2021-03-29T10:51:58,Macaca nemestrina,Southern Pig-tailed Macaque,Juvenile,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s125,2021-03-29T10:51:26,2021-03-29T10:51:58,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Female,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s126,2021-03-31T23:10:29,2021-03-31T23:10:31,Viverra tangalunga,Malay Civet,Adult,Male,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s127,2021-04-03T04:06:05,2021-04-03T04:06:07,Viverra tangalunga,Malay Civet,Adult,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s128,2021-04-03T04:24:44,2021-04-03T04:24:46,Viverra tangalunga,Malay Civet,Adult,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s129,2021-04-05T17:37:40,2021-04-05T17:37:42,Macaca nemestrina,Southern Pig-tailed Macaque,Juvenile,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s13,2020-10-25T03:22:10,2020-10-25T03:22:12,Unknown Small Rodent,Unknown Small Rodent,Unknown,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s130,2021-04-05T17:38:44,2021-04-05T17:39:05,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,3,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s131,2021-04-06T05:02:55,2021-04-06T05:02:57,Viverra tangalunga,Malay Civet,Adult,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s132,2021-04-06T20:09:31,2021-04-06T20:09:42,Unknown Small Rodent,Unknown Small Rodent,Unknown,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s133,2021-04-06T21:05:49,2021-04-06T21:05:51,Unknown Small Rodent,Unknown Small Rodent,Unknown,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s134,2021-04-07T17:48:57,2021-04-07T17:48:59,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Male,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s135,2021-04-07T17:55:31,2021-04-07T17:55:33,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Male,N,1,1.39903,111.99784,FALSE
